3,4	   
7,2	   
5,9	   
4,0	   
7,4	   
6,3	   
6,7	   
5,0	   
5,0	   
5,4	   
3,2	   
3,8	   
4,1	   
4,8	   
8,0	   
6,3	   
9,1	   
8,6	   
3,3	   
4,9	   
8,9	   
3,2	   
9,7	   
6,6	   
5,6	   
4,5	   
2,2	   
8,3	   
2,5	   
5,1	   
4,4	   
6,1	   
4,0	   
4,1	   
5,3	   
4,0	   
8,5	   
4,3	   
7,7	   
2,5	   
5,4	   
2,0	   
9,5	   
4,4	   
5,9	   
7,4	   
5,4	   
8,5	   
3,6	   
6,6
